
> otp-site-1@1.3.0 start
> node server.js

✅ Supabase Admin Initialized
✅ Gemini API Key found

🚀 OTP SECURE SERVER V1.3.1 ONLINE
🔒 Security Headers: ENABLED
📦 Compression: ENABLED
🔑 Auth System: JWT ENABLED
📡 Local: http://localhost:3000

[2026-03-09T15:01:20.314Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T15:03:22.342Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T15:03:22.360Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T15:03:22.361Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T15:03:22.361Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T15:03:22.373Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T15:03:22.376Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T15:03:22.399Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T15:03:22.421Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T15:03:22.421Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T15:03:22.423Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T15:03:22.447Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T15:03:23.055Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T15:05:28.948Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T15:05:28.964Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T15:05:28.964Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T15:05:28.965Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T15:05:28.989Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T15:05:28.991Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T15:05:29.005Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T15:05:29.027Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T15:05:29.028Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T15:05:29.028Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T15:05:29.045Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T15:05:29.728Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T23:14:59.849Z] GET /portal-gate.html - IP: 127.0.0.1
[2026-03-09T23:14:59.935Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T23:14:59.989Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T23:15:10.773Z] GET / - IP: 127.0.0.1
[2026-03-09T23:15:10.786Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T23:15:10.786Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T23:15:10.787Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:15:10.794Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:15:10.795Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:15:10.801Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T23:15:10.802Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T23:15:10.802Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T23:15:10.825Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:15:15.156Z] GET / - IP: 127.0.0.1
[2026-03-09T23:15:15.173Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:15:15.174Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T23:15:15.174Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T23:15:15.187Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:15:15.190Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:15:15.206Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T23:15:15.212Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T23:15:15.212Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T23:15:15.212Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T23:15:15.219Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:15:15.498Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T23:16:52.137Z] GET / - IP: 127.0.0.1
[2026-03-09T23:16:52.153Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T23:16:52.153Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:16:52.156Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T23:16:52.157Z] GET /assets/eli3gant_profile.jpg - IP: 127.0.0.1
[2026-03-09T23:16:52.186Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:16:52.189Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:16:52.190Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T23:16:52.209Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T23:16:52.209Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T23:16:52.209Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T23:16:52.221Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:16:52.549Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T23:21:26.023Z] GET / - IP: 127.0.0.1
[2026-03-09T23:21:26.039Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T23:21:26.041Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:21:26.042Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T23:21:26.053Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:21:26.055Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:21:26.076Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T23:21:26.093Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T23:21:26.093Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T23:21:26.093Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T23:21:26.095Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:21:26.730Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T23:22:34.938Z] GET / - IP: 127.0.0.1
[2026-03-09T23:22:34.962Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T23:22:34.962Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:22:34.965Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T23:22:34.997Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:22:34.999Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T23:22:35.002Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:22:35.011Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T23:22:35.012Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T23:22:35.012Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T23:22:35.012Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:22:35.236Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T23:23:55.168Z] GET / - IP: 127.0.0.1
[2026-03-09T23:23:55.184Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T23:23:55.184Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:23:55.184Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T23:23:55.201Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:23:55.203Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:23:55.222Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T23:23:55.236Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T23:23:55.236Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T23:23:55.236Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T23:23:55.241Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:23:55.540Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T23:30:21.297Z] GET / - IP: 127.0.0.1
[2026-03-09T23:30:21.315Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T23:30:21.315Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:30:21.316Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T23:30:21.328Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:30:21.333Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:30:21.355Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T23:30:21.386Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T23:30:21.386Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T23:30:21.387Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T23:30:21.398Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:30:21.770Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T23:30:26.557Z] POST /api/create-checkout-session - IP: 127.0.0.1
[2026-03-09T23:30:30.386Z] GET / - IP: 127.0.0.1
[2026-03-09T23:30:30.400Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:30:30.464Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:32:16.374Z] GET / - IP: 127.0.0.1
[2026-03-09T23:32:16.391Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T23:32:16.391Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:32:16.392Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T23:32:16.413Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:32:16.417Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:32:16.429Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T23:32:16.457Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T23:32:16.457Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T23:32:16.458Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T23:32:16.463Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:32:16.869Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T23:32:22.088Z] POST /api/create-checkout-session - IP: 127.0.0.1
[2026-03-09T23:32:25.112Z] GET / - IP: 127.0.0.1
[2026-03-09T23:32:25.125Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:32:25.195Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:36:09.846Z] GET / - IP: 127.0.0.1
[2026-03-09T23:36:09.866Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:36:09.867Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T23:36:09.868Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T23:36:09.881Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:36:09.883Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:36:09.897Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T23:36:09.917Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T23:36:09.918Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T23:36:09.918Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T23:36:09.928Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:36:10.548Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T23:36:16.834Z] POST /api/create-checkout-session - IP: 127.0.0.1
[2026-03-09T23:36:20.305Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T23:36:20.363Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:36:20.395Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:38:33.153Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T23:38:33.171Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T23:38:33.171Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:38:33.172Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T23:38:33.184Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:38:33.188Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:38:33.202Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T23:38:33.218Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T23:38:33.219Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T23:38:33.219Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T23:38:33.231Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:38:33.875Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T23:38:38.713Z] POST /api/create-checkout-session - IP: 127.0.0.1
[2026-03-09T23:41:28.477Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T23:41:28.488Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:41:28.547Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:41:29.702Z] GET /index.html - IP: 127.0.0.1
[2026-03-09T23:41:29.714Z] GET /styles.css?v=1773059410 - IP: 127.0.0.1
[2026-03-09T23:41:29.714Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:41:29.715Z] GET /assets/otp.gif - IP: 127.0.0.1
[2026-03-09T23:41:29.729Z] GET /site-config.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:41:29.734Z] GET /pay_v2.js?v=1773059408 - IP: 127.0.0.1
[2026-03-09T23:41:29.749Z] GET /site.webmanifest - IP: 127.0.0.1
[2026-03-09T23:41:29.755Z] GET /stars-v2.js - IP: 127.0.0.1
[2026-03-09T23:41:29.756Z] GET /audit-engine.js - IP: 127.0.0.1
[2026-03-09T23:41:29.756Z] GET /site-init.js - IP: 127.0.0.1
[2026-03-09T23:41:29.767Z] GET /assets/hero_eye_3d.gif - IP: 127.0.0.1
[2026-03-09T23:41:30.370Z] GET /favicon.png - IP: 127.0.0.1
[2026-03-09T23:41:34.592Z] POST /api/create-checkout-session - IP: 127.0.0.1
[2026-03-09T23:42:35.689Z] POST /api/create-checkout-session - IP: 127.0.0.1
[2026-03-09T23:42:54.889Z] GET /api/status - IP: 127.0.0.1
